id,Name,Rating,City,Price,Delivery,Takeout,gluten_free,wheelchair_accessible,vegan_options,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
GXYOmehywIgOR_IYCOKdFA,Woodstock's Pizza Santa Cruz,4,4,2,1,1,1,1,1,13,13,13,14,14,13,13
WildwZK_MrC-nIxrtzOEng,Osteria at Domenico Winery,4,3,2,0,1,1,1,1,0,4.5,4.5,4.5,9,7.5,0
IYQdx0K2DG5wJkLZCanSqA,La Honda Country Market,4,1,2,0,0,0,1,0,11,11,11,11,11,9.5,11
L9XDKHGCD7181zHCRmvz6Q,Buck's,3.5,2,2,1,0,1,1,0,12.5,12.5,12.5,13,13,12.5,12.5
tXA2SpZ79lyWxuTwjZkkgg,Pizzeria La Bufala,4,4,2,1,1,1,0,1,9,9,9,9.5,9.5,9,9
ZPVRw_tIO22tHv1uiNaDmQ,Upper Crust Pizza & Pasta,4,4,2,1,0,1,1,1,12,12,12,13,13,12,12
qx2KIMXNCAHBoIY9bgzUSQ,Jettywave Distillery,4.5,2,2,0,0,0,1,0,0,0,0,4,7,6,0
02FhoU7XSbtHVWl1a_vP5g,Suavecito Birria & Tacos,4.5,5,2,1,1,1,1,0,9.5,9.5,9.5,10.5,10.5,9.5,0
WmHTs-KJ6Eh_K5xieUq76g,Vinoteca,5,2,2,0,0,0,1,0,0,7,7,7,7,6,4
vFvfGlHOh7ItO4wXaQzYzw,Village Host Pizza & Grill,3.5,3,2,1,1,0,1,0,10,10,10,10,10,9,10
0-6ZLQhlXehmr3lTrpTPZQ,Pizza My Heart,3.5,5,1,1,1,1,0,1,10,10,10,11,11,10,10
RFXXN-uTl--f7BeQQc1Vyw,Vespucci Ristorante Italiano,4.5,5,3,1,0,0,0,0,3.5,3.5,3.5,3.5,3.5,0,0
KcSGygQo5M6L4dNfCTt7ig,Amici's East Coast Pizzeria,3.5,5,2,1,1,1,1,1,9.5,9.5,9.5,10.5,10.5,9.5,9.5
0goz5_BBAc0hltKtxd4nkw,Jersey Joe's Coastside Hoagies and Cheesesteaks,4,2,2,0,0,0,1,0,10,10,10,10,10,10,10
RgGT0LIwUVJAKGd-by0BvQ,Mountain Mike's Pizza,3,3,2,1,1,1,1,0,10,10,10,11,11,10,10
ZAi1jel_rxty0sAuwt9Fuw,Lillian's Italian Kitchen,4.5,4,2,1,0,1,0,0,4.5,4.5,4.5,5,5,4.5,0
Yp6OvPdimDThiXOS8u9d7A,Rocca Ristorante,4,3,2,1,1,1,1,0,4.5,4.5,4.5,5,5,5,4.5
RzyblRhpSn5tTvu-4pMYkw,It's Italia,3.5,2,2,0,0,1,1,0,4,4,4,4,4,4,0
e1fZjD6MVhDJH13uMP3sZw,Spot A Pizza Place,3,3,2,1,1,1,0,0,10,10,10,10,10,10,10
DUqOF3buBOkGcxypxNUhXQ,India Beach Restaurant,4,3,2,1,1,0,0,0,11.5,11.5,11.5,11.5,11.5,11.5,11.5
vDhO6QIgTzZHxDG9H087Mw,Davenport Roadhouse Restaurant & Inn,3,1,2,0,0,0,1,0,9,9,9,10,11.5,11.5,5
QJiT5WJffZTOxOCjgNVLyA,Cascade Restaurant,3.5,1,2,0,0,0,0,0,24,24,24,24,24,24,24
hl2yriEDrXYTj1XFjaImGg,Fambrini's Cafe,4.5,4,2,1,1,1,0,0,5.5,5.5,5.5,5.5,4.5,4.5,5.5
P0HgPetnPvuaYvOhhn54qA,Half Moon Bay Joe's,3.5,2,2,0,0,1,0,0,15,15,15,15,15,15,15
tKq5kgqk3mOv45e5EDOOtg,Bantam,4,4,2,1,0,1,1,1,4,4,4,4,4,0,0
7J_eGRX-lgYA04tUv_WjMg,State Street Market,3.5,3,2,0,0,0,1,0,0,9,10,10,10,9,0
QW9lHtYm2T8iIP8YkpBw-Q,Vina Enoteca,4,4,3,1,0,1,1,1,4,4,4,4,4,0,0
6y2vMGRsZPARDSJ8OvgG7g,Tramonti,4,4,2,1,1,1,1,1,5,5,5,5,9.5,9,5
BNJBo4d57vJcicVaCFOztA,O' Sole Mio Restaurant,4,3,2,1,1,0,1,1,5,5,5,5,5,5,0
Ti8h15J3MxaRdIMfsVKpDA,Pizza My Heart,4,3,1,1,1,1,0,1,11,11,11,12,12,11,11
uYWuccy26C6aTIs2Djumwg,Domino's Pizza,1.5,4,1,0,0,0,0,0,13.5,13.5,13.5,14.5,14.5,13.5,13.5
0i9jcPfTpqGVtss0zGGCIQ,Half Moon Bay Brewing Company,3.5,2,2,0,0,0,0,0,9,9,9,10,11,10,9
x-uApRAET9ic_N5YOyaCZQ,Domino's Pizza,2,5,1,0,0,0,0,0,14,14,14,15,15,14,14
svPDsuBggEBXnBbU-mknVQ,Andiamo In Banca,4,4,2,1,1,1,1,0,5,5,5,5,5,5,0
WmxofZc-kqdWPQWSPP4irg,Mountain Mike's Pizza,2.5,4,2,1,1,0,0,1,10,10,10,11,11,10,10
QAVymli9S4jvMlnQUWa69g,Engfer Pizza Works,4,4,2,1,1,1,0,1,0,5.5,5.5,5.5,5.5,5.5,0
GozwIEP-J267YAWsX4CPvg,B Street & Vine,4,5,2,1,1,0,0,0,9.5,9.5,9.5,10,10,5.5,0
DUoVTbWxVYPrC7XWbP-6rA,Round Table Pizza,2.5,3,1,1,1,0,0,0,10,10,10,11,11,10,10
38BiGzfG4YgGg4Cq_7e3fw,Pizza My Heart,3.5,4,1,1,1,1,0,0,13,13,13,13,13,13,13
RjbHoQL2-rEzFIn6SskskA,Round Table Pizza,3,3,2,1,1,1,0,0,10,10,10,11,11,10,10
EhlizSyoWmS1a9lp4wEVCQ,Pompeii,4,3,2,0,0,1,1,0,4,4,4,4,9,9,0
h_C5pCDk93d59frlPi3LZw,Ristorante Buon Gusto,4,4,2,1,0,1,0,0,5.5,5.5,5.5,6,6,5.5,5.5
5yHrP7uaIl1kNuRJPzI9zg,The Village Bakery,3,2,2,1,0,0,1,0,14,14,14,14,14,14,14
GO_WHiqip0buq6XbLKsRVw,Pizzeria Avanti,4,4,2,1,0,1,0,1,4,4,4,4.5,4.5,4,4
B0JsmN4EA7ueqZwNBQHWWg,Half Moon Bay Bakery,4,2,1,0,0,0,0,0,11,11,11,11,11,11,0
EHekz-Maq6UowR1FbOedVA,Aldo's Pizza,3.5,5,2,1,1,0,0,1,11.5,11.5,11.5,12,12,10,11.5
tsmIVuoKw4zTqrCsEQubqg,Scopazzi's,3.5,3,2,0,0,0,0,0,0,10,10,10,5.5,10,0
NZRjntGOVIPYg730M7Z7Ow,East End Gastropub,4.5,3,2,1,0,0,1,0,5,5,5,5,5,5,5
kcFyW1h1Q8fcW03COYdE-w,Checkers Pizza & Ribs,4,7,2,1,1,0,0,1,12,12,12,12,12,12,12
ZiCOvJ0NWo6YFTpZgqj1pg,Round Table Pizza,2.5,5,1,1,1,0,0,0,11.5,11.5,11.5,11.5,11.5,11.5,11.5
6AKotai7RdmYpmjtTOit6g,Sapore Express,4.5,5,2,1,1,0,1,0,4.5,4.5,4.5,5.5,5.5,5.5,0
gYZbQe-zYyMpd9z1ud0T0w,La Bodeguita Del Medio,4,4,2,1,0,0,0,0,6,6,6,6,6,0,0
uVUDSn4iitA05IHtEdMJVQ,Round Table Pizza,3,1,2,0,0,0,0,0,9,9,9,10,10,9,9
XArlggDKXBwRpK-fdRj1-g,Mountain Mike's Pizza,3,3,2,1,1,0,1,1,9,9,9,10,10,9,9
Hvwnv5ehieWLeHnPxKR7Jw,Spasso Ristorante & Wine Bar,4,3,2,1,1,0,0,0,4.5,4.5,4.5,4.5,10,10,4.5
AmY-YHES6DzrbvUgtUP_pw,Castelli's Deli Cafe,4.5,1,1,1,1,0,0,0,12,12,12,12,6,0,12
Qbq9F4Oi963eumF64FteTw,Little Caesars Pizza,3,3,1,0,0,0,0,0,10.5,10.5,10.5,11.5,11.5,10.5,10.5
dts-UTwcZ366-85BdSEuBA,Sam's Chowder House,3.5,2,2,1,1,1,0,0,9,9,9,9.5,10,9.5,9
wWTeA-jdMDjH6CXIHwb7gw,Pizza My Heart,4,3,1,1,1,1,1,1,9,9,9,11,11,9,9
lgAKXzgWSLdBlGdOnVKg-Q,Asian King's Kitchen,4,2,2,0,0,0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5
8YHMzqTvBhFNBN4Gg457GQ,Cafe Vitale,4,3,2,1,1,1,1,1,4,4,4,4,9,9,4
QVZ_UKKkdtWHZraj4Mw5zA,Fast Pizza Delivery,3.5,7,1,1,1,1,0,0,11.5,11.5,11.5,0,12,11.5,11.5
XO6V1_V6PXOpml8xoq6-YQ,California Pizza Kitchen,3,4,2,1,1,1,0,1,10,10,10,11,11,11,10
xa0CaFLi7boI6Gd4fe_icA,Vivace Ristorante,4,3,2,1,1,1,1,0,4.5,4.5,4.5,5,5,4.5,4.5
77dS0Iy0AMvLn9hJ7UQYrA,MOD Pizza,4,7,1,1,1,1,0,1,11.5,11.5,0,12.5,12.5,11.5,11.5
uHZNkf-zwzIkb99czMdYtQ,Portola Kitchen,3.5,1,2,0,0,1,1,0,3.5,3.5,3.5,4,5,4,4
AHIUZPf70qQnv4WgQG-lhQ,Domino's Pizza,2,5,1,0,0,0,0,0,13.5,13.5,13.5,14.5,14.5,13.5,13.5
4sHWPfuOY8K5jLNfJxlZbw,Casa Nostra,4,2,2,0,0,1,0,0,11,11,11,11,13.5,13.5,11
BD41eojTWRn_Ovu_Izgc7A,The Redwood Sandwich,4.5,2,2,0,0,0,0,0,9.5,9.5,9.5,9.5,9.5,8.5,9.5
1vMgajRAI3lYwuCeGX58oQ,Evvia Estiatorio,4.5,4,3,1,1,0,0,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5
GQCfILZQErO0CP7c1HP8Sg,Domino's Pizza,2,4,1,0,0,0,1,0,14.5,14.5,14.5,15.5,15.5,14.5,14.5
Ek21aD_bBHiEt87JBEePTw,Caffé Mezzaluna,4,2,2,0,0,0,1,0,11,11,11,12,12,11,11
bc8iPpq-DTTjR9TQEsy7mQ,Canyon Inn,4,4,2,0,0,0,0,0,10,10,10,10,10,9,10
dsgoYT3lwsDO_lOfGumLLg,Round Table Pizza,3.5,5,2,1,1,0,0,0,11,11,11,12,12,11,11
vrKMJfA4iUQPkFocQTDLXw,El Sur,4.5,4,1,1,1,0,0,0,4,4,4,4,0,0,4
YtqlRzUsQOQhYOqLAzB60w,Pleasure Pizza,3.5,4,1,1,0,0,0,0,10,10,10,10,10,10,10
Fn6ggLDWHVyn8q1lg0-5OQ,Two Doors,4,2,2,0,0,0,1,0,9.5,9.5,9.5,10.5,10.5,9.5,9.5
mJXNZvB6jUwI4dg5vWagDw,Papa Johns Pizza,2.5,4,1,1,1,1,0,1,15.5,16,16.5,16.5,16.5,15.5,15.5
0i0GDMrn1hxnbaXU579J8g,Hula Hoops,4,4,2,1,1,1,1,0,4.5,4.5,4.5,4.5,4,5.5,0
uFDpWYVKCK0Ixw79Ur3NPA,The Sandwich Spot,4.5,4,2,1,1,0,0,0,14,14,14,15,15,13,14
c0HMQJ7I1CRXACOTI9zm4g,Little Caesars Pizza,2,4,1,0,0,0,0,0,10,10,10,11,11,10,10
GJMPx6JVlqIuAtG0TLmLKw,Moonside Bakery & Cafe,3,2,2,0,0,0,1,0,0,7,7,9,9,7,7
A1TJsmfU2Hp1WmQqsqWHNw,Pizza Guys,4,7,2,1,1,1,0,0,12.5,12.5,12.5,13.5,13.5,12.5,12.5
Y_u0xWNJl2AzjoHCX_9TDw,Round Table Pizza,3,4,2,1,1,0,1,0,10,10,10,10,10,10,10
jB6CcyUbZXEFucDYs9J9gQ,Taqueria Los Amigos,4,3,1,0,0,0,0,0,12,12,12,12,12,12,12
2yFxEYN1i6fHageDMq-ZQQ,MOD Pizza,4,5,1,1,1,1,0,1,11.5,11.5,12.5,12.5,12.5,11.5,11.5
JZJ00qeL1O5qEN1wg8xAlQ,Round Table Pizza,3,5,2,1,1,0,0,0,10,10,10,11,11,10,10
6ONvTPiFpc2doWvofYlB0A,Mike's Palo Alto,3.5,4,2,0,0,0,1,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5
PGPmCLaOnJkSszd1sameFg,Mullins Bar and Grill,3.5,2,2,0,0,0,0,0,0,9,9,9.5,7.5,7.5,0
dWz3a_zC8iNeADj7VTQKCA,Leonardo's Italian Deli & Cafe,4,3,2,1,1,0,0,0,10,10,10,10,10,7,10
H_hA5sN1bkBYJcNuq99ySA,Domino's Pizza,2,5,1,0,0,0,0,0,13.5,13.5,13.5,14.5,14.5,13.5,13.5
9gG6EP9fEF3o6MO_zSmgRg,River Rock Taproom,4,5,2,1,1,0,1,0,8,8,8,10,10,6,0
PlzAKzVEjkJhTESHtBudnA,The Empanada's King,4,4,1,1,1,0,0,0,8,8,8,8,0,0,8
6qNKNlYRTYBNk3WNu4yh3A,Caruso's  Tuscan Cuisine Restaurant,4.5,3,2,1,0,0,1,1,4,4,4,4,4,4,0
4hcJ6nDtw7vgODBuHcSHtw,Off The Rails Brewing,4,5,2,1,1,0,0,0,11,11,11,11,12,11,11
5UrQdabJHB6EDNPs43Tkbw,Pie Five Pizza,2.5,6,2,0,0,0,0,1,18,18,18,18,18,18,18
WiF_Nh-HTYUKS9rXMEEqjQ,Papa Johns Pizza,2.5,5,1,1,1,0,0,0,12,12,12,13.5,13.5,12,12
_thqRGBSNKeljwHM0KNqCA,Round Table Pizza,4,7,2,1,1,0,0,1,11,11,11,12,12,11,11
YzrIK-UROzqLkfMwA-2dgQ,Pizza Guys,3,5,2,1,1,0,0,0,12,12,12,13.5,13.5,12,12
ssSDSugmjwXXPzf7si1h5A,Parkside Grille,4,1,3,1,1,0,0,0,4,4,4,4.5,4.5,4,0
vg_TgL8uu2E5uPAeyxLwrA,Round Table Pizza,3,2,2,1,0,0,0,0,10,10,10,11,11,10,10
lBxyCRBGvxEi3Lnx39Shyg,Domenico Winery,4.5,3,2,1,1,0,1,0,0,4.5,4.5,4.5,9,7.5,0
KqxBC2aqn0l-T4LxaC1gqA,Pizza Hut,2.5,4,1,1,0,0,1,0,13,13,13,14,14,13,13
3b0yY-kCOG-1Eq9oamlSzw,Zareen's,4.5,4,2,1,0,0,0,0,13,13,13,13,13,13,13
rnw0QKfcOszk2O7qG4au0g,Gumba's Italian Restaurant,3,5,2,1,1,0,1,0,10.5,10.5,10.5,11,14,13.5,10.5
iI84RRdcsYsdo6jEv2Tmmg,Cameron's Restaurant & Inn,3,2,2,0,0,1,0,0,10,10,10,11,11,10,6
EWPPYBfieH_U314eQvPegQ,Papa Johns Pizza,3,4,1,1,1,0,0,1,13,13,13,14,14,13,13
McqNkwpeLNu191f-oWXEtg,Limon,4,3,2,1,1,0,0,0,10,10,10,11,12,11,10
2foqEQPQVy91S_ze4Win-A,Lamas Peruvian Truck,4,2,2,0,0,0,0,0,7,8,8,8,8,8,0
_qux_KQhoig8SO4SmkauPg,Round Table Pizza,2.5,4,2,1,1,0,0,0,10,10,10,11,11,10,10
wPKE3HvLo797DEveV7Ozbg,Bird Dog,4,4,3,1,0,0,0,0,4,4,4,4,4,0,0
1VcX2Z35wjE2ztBOKF-AvA,Ristorante da Maria,4,7,2,1,1,1,1,1,11,11,11,11,11,11,11
5uc07F6ztscpuPTQdmUZsg,Sorelle Italian Bistro,4.5,3,2,1,0,1,1,0,3,3,3,3,3,3,0
P4naQ_s4veB7VEAcgTmjtA,Zazil Cocina Mexicana,3.5,7,2,1,1,0,0,0,10.5,10.5,10.5,11.5,12.5,11.5,10.5
MGAziN9xIqs3FyDZ4vzC-w,Stella Alpina Osteria,4,3,3,1,1,1,1,0,3.5,3.5,3.5,3.5,3.5,3,3.5
gU6jXr4FgkVAY8zOFQMBxw,Crow's Nest Beach Market,4,4,2,1,1,0,0,0,12,12,12,12,13,13,12
ngOhnJ9LbbsJaE8NB46HYg,Round Table Pizza,3,5,2,1,1,0,0,0,12,12,12,13,13,12,12
VOcGcN0bvGU_nzxbJgR5jQ,Bettina,4,4,2,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,4.5
aY_n9RSaD2Yw09jSFFePew,PizzaMan Dan's,4,3,2,1,1,1,1,0,12,12,12,13,13,12,12
eoH4nxBTSu6kf-41pWDwJQ,Nutbelly Pizzeria and Deli,4,3,2,1,1,1,1,1,0,10,10,10,10,10,10
YxWiv24PHCseiVvGlqKFrQ,Woodstock's Pizza Isla Vista,4,2,2,1,1,1,0,1,12,13,13,14,14,12,12
NTLvzcGNm4IUF_yXIwIhvA,Thario's Kitchen,4.5,3,2,1,1,1,1,0,0,4,4,5,9,8,0
6uE-l18JnxaPGjASeXhfeA,Industrial Eats,4.5,2,2,0,0,1,1,1,8,8,8,8,8,8,8
tzWvOcpFdQf1VsocfCrcbQ,Gino's Pizza Buellton,4,2,2,0,0,1,1,0,10,10,10,10,10,10,10
5bhO8dM7aBEzLzPi8YI72g,Full Of Life Flatbread,4.5,1,2,0,0,1,0,1,0,0,3.5,4.5,9,8,0
PJv_kr9pBY1duFQD9GwnCg,Ojai Pizza Company,4,2,2,0,0,1,1,1,10,10,10,10,10,10,10
CTmAWi-W8_Id00EjHF5Uwg,Rusty's Pizza Parlor,3.5,3,2,1,0,0,0,0,12,12,12,13,13,12,12
oJwMmSZKJOnMboZ_z67MZw,Revolver,4.5,4,2,0,0,1,0,0,0,6,6,6,6,6,0
YfBNEVPNm3uV9ThcyIWlgA,Giorgios At Parkway,4.5,2,2,0,0,0,0,1,4,4,4,4,4,4,4
Sw5HjInQGTnfVN1b30kEMA,Tower Pizza,4,2,2,0,0,1,0,0,0,0,4,8,8,9.5,4
8kD7WYIe9FQj3xjCn3dzdA,Leonardo's Ristorante & Pizzeria,4.5,2,3,0,0,1,0,1,10,10,10,10,10,0,10
DOfiulOub9hVPBCtiDl9Fw,Lucky Penny,4,4,2,1,1,1,1,1,10,10,10,11,11,10,10
GsFM7wNjNXiApiMcugE5IA,Boccali's Pizza & Pasta,4,2,2,0,0,1,1,1,4,8.25,8.25,8.25,8.25,8.25,4
YP9p5Q4kZVDTLpL-ps5kVg,Toscana,4,2,2,0,0,0,1,0,0,4,4,4.5,4.5,4,0
_VLLp8Dbv5ci1MkrGP0nUA,Pizza Shack,4,1,2,0,0,1,0,0,0,9.5,9.5,9.5,9.5,9.5,0
hgX99qj_1F8xM4jENez68g,Papa Lennon's Pizzeria,4,2,2,0,0,1,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5
FAc2Mv92KL00cbLdpAc0kQ,Giovanni's Pizza Carpinteria,3,3,2,1,1,1,0,0,10,10,10,11,11,9,10
ZrxlfdFU_qpnIHI2DmoRxA,Mesa Pizza,4.5,4,2,1,1,1,0,1,10,10,10,10.5,10.5,10,10
C-zgOpqD2K0xDJU4ty7zKg,Honor Market,4.5,4,2,0,1,0,1,0,13,13,13,13,13,13,13
i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,4,4,2,1,1,1,1,1,9,9,9,11,11,9,9
txxFv_amKLr0sgP382bZtg,Pinyon,4,2,2,0,0,1,1,1,0,0,12,12,12,12,0
9kfN12wVGnKo54AaRjz0vQ,Guicho's Eatery,4.5,3,2,1,0,1,0,1,9,9,9,9,9,9,0
A-_GjL5P2ry5OD6WgjhDPA,Captain Fatty's Brewery,4.5,3,2,1,1,0,1,0,8,8,10,9,9,9,8
bFWH7wlto7jjjwce5ZV--A,Home Plate Grill,4.5,3,2,1,1,1,1,1,13,13,13,13,13,12,13
SQv4nPhluM6Osml2TAka1w,Nella Kitchen & Bar,4.5,1,3,0,0,1,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5
ecNxw0zJCByuKd5W21zcLQ,Boccali's Pizza & Pasta,4,2,2,0,0,1,0,0,4,5,5,5,5,5,4
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,4,4,2,0,0,1,1,1,10.5,11,11,10.5,10.5,10.5,10.5
JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,4,4,2,1,1,1,1,1,8.5,8.5,8.5,9.5,9.5,8.5,8.5
cm-fNgy2d5fIu9vKix-dng,Uptown Pizza,4.5,5,2,1,0,1,0,0,11,11,11,12,12,11,11
KM1Pe5Pgi17iWCISsRJ_bQ,Toppers Pizza Place,4,5,2,0,0,1,1,0,11,11,11,12,12,11,11
1-9nkxw9G3eK_fQ4dExj-w,Trattoria Grappolo,4,1,2,0,0,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,4.5
sj2o49ZCq2iJlZxDNrHDaA,Institution Ale - Santa Barbara,4.5,4,2,0,0,0,0,0,12,12,12,12,12,11,12
JpwG8sDNsHuD0f6NF6YuGw,Rusty's Pizza Parlor,3,4,2,1,0,1,1,0,12,12,12,12,12,12,12
IlSwGBo1NfeRWHICkbmBqA,Mik's Pizza,4.5,5,1,1,1,1,1,1,9,9,9,9,9,0,9
UjgqSqa4Biy34pHSEdwj_g,Gino's Sicilian Express,4,4,1,1,1,0,0,0,9.5,9.5,9.5,9.5,9.5,7,9.5
3xJ_6qxRA0sdUm3ThCPiCw,Giannfranco's Trattoria,4,3,2,1,0,1,0,0,0,4,4,4,4,4,4
u7pgiDeaj-hQyH0Z1LgltA,S Y Kitchen,4.5,1,3,0,0,1,1,1,4.5,4.5,4.5,5,5,4.5,4.5
CRblzsruA0EdPk7LBIDXgw,Cecco Ristorante,3.5,2,2,0,0,1,1,1,7,7,7,7,9,8,0
QaFbv7aLQBcfT4xMF1_WnQ,Rockfire Grill,4.5,3,2,1,1,1,1,1,11.5,11.5,11.5,11.5,11.5,10.5,6
9xW7LsJpyhVZFRb6z9xorg,Ca' Dario - Goleta,4,3,2,1,1,1,1,1,9.5,9.5,9.5,9.5,9.5,5,9.5
w_569CnGh6afTT5XT8FPHg,Pizzeria Bello Forno,4.5,3,2,1,1,1,1,1,3.5,3.5,3.5,4,9,8,0
LamHd6vIuoikcZsNm0qqiQ,PizzaMan Dan's,4,3,2,1,1,1,0,0,12,12,12,13,13,12,12
f7S0WFDy_J1TGahYhnoMLA,OPPIZ Bistro And Natural Pizza,4.5,4,2,1,1,1,1,1,0,0,0,9.5,4,0,9
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,4.5,3,2,1,1,1,1,1,8.5,8.5,8.5,9,9,8.5,8.5
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,4.5,3,2,0,0,0,0,0,9,9,9,10,11,10,9
TCWnTa69sJ3vGQsdEe3Esw,Uncle Roccos Famous NY Pizza,3,4,2,1,1,0,0,1,15.5,15.5,15.5,15.5,15.5,15.5,15.5
BEzvmorW8ILha6tcSxBBwA,Valentino's Take N Bake Pizza,4.5,4,2,1,0,0,1,0,8,8,8,8,8,0,8
XyYsl2OyoMi6OMvzsdcVoQ,Mizza,4,4,2,1,1,1,1,1,10,10,10,10,10,10,0
sCYLA0avTDDj4AahUZu49g,Figueroa Mountain Brewing Company,4.5,2,2,0,0,0,1,0,8,8,8,8,8,8,8
EZc2myE2mYk2h9JK9qu8gw,Finney's Crafthouse - Santa Barbara,4.5,4,2,1,0,1,1,1,11,11,11,12,12,12,11
Sia1hotHZpYPniGQJIv3Ew,Craft House At Corque,4.5,2,2,0,0,1,1,0,7,7,7,7,12,10,0
XHxAIQR-QAz6j1RMaz_J1A,Giovanni's of Santa Barbara,3.5,4,2,1,1,0,1,0,9.5,9.5,9.5,10,9.5,9.5,9.5
dsF6evESFsyTNRceDb7l-w,The Ojai Beverage,4.5,2,2,0,0,1,1,1,12.5,12.5,12.5,12.5,14,12,12.5
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,2.5,3,2,1,0,0,1,0,12,12,12,13,13,12,12
tA1IXs5GeNAqnJgaD4ajZA,Rusty's Pizza Parlor,3,3,2,1,0,1,1,0,12,12,12,13,13,12,12
P2_d4hCfj_J-5Cbi-vKMHQ,Figueroa Mountain Brewing,4.5,1,1,0,0,0,1,0,8,8,8,8,8,8,8
E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,3,4,1,1,0,0,1,0,12,12,12,13,13,12,12
C-aATB7SbuwMBPN5dgjghQ,Rusty's Pizza Parlor,3,4,2,1,0,0,1,0,12,12,12,13,13,12,12
6CvGrXTNIps_YOklbEmcJg,Firestone Walker Brewing- Buellton,3.5,2,2,0,1,1,1,1,9,9,9,10,10,9,9
Qkg16mN-8QR66gjzg6gMyw,Convivo Restaurant and Bar,4,4,2,1,1,1,1,1,14,14,14,14,14,14,14
pW18nFwq8ya4kFtSAZKMWg,Panino - Solvang,4,2,2,0,0,1,0,1,5,5,5,5,5,5,5
QVSGB9DD5geKBArQBsVf7g,The Pizza Company,4,5,1,1,0,0,1,0,10,10,10,11,11,10,0
VlmgTNDFBEYzSFUfTesdsw,brewLAB,4.5,3,1,1,0,0,1,0,0,5,5,6,10,8,0
e0DU7_0mfalr-lnyUafiag,Via Vai Trattoria Pizzeria,3.5,2,2,1,0,1,0,1,9.5,9.5,9.5,10,10,9.5,9.5
Szu6YVsvw8N18wwdllTnrA,Roblar Winery,4,1,2,0,0,0,1,0,6,6,6,6,6,6,6
8BNmGk-cTkYhIyleTbng_g,Osteria Monte Grappa,4,2,2,0,0,1,1,1,4,4,4,5,5,0,4
CuRjZOmfnXjefwEpyzmTTw,4 Eggs & Pizza,4.5,4,2,1,1,1,1,1,0,10,10,10,10,8.5,10
RTAqVtbNOBD1eYx2LhU75Q,Settebello Pizzeria Napoletana,4,5,2,1,0,1,0,0,9,9,9,10,10,9,9
OfjdEU1gNQXPLYoQiKQ7NA,Domino's Pizza,3,2,1,0,0,0,0,0,14,14,14,15,15,14,14
SbOuGZDhvRULsHfCgUBjCg,The Nest,4,2,2,0,0,1,1,1,0,0,10,11,11,7,10
zSyxxWNhGYvBjsoZWP1ffA,Domino's Pizza,2,2,1,0,0,0,0,0,13.5,13.5,13.5,14.5,14.5,13.5,13.5
omPIaHC9QcAlDO2KBlsesg,Patricio's Pizzeria,3.5,3,2,0,1,1,0,0,10,10,10,11,11,9,10
IScY_hKID6FwqSNd5Z9tUQ,Clean Slate Wine Bar,5,2,2,0,0,1,1,1,9,0,9,9,9,6,9
ZmFhlmk5Lf4r438p2_wlUA,American Pizza,4,5,1,1,0,0,1,0,13,13,13,13,13,13,13
AXC__4yZrn-N3BT7-2bV_Q,Biergarten,4,4,2,0,0,0,1,1,11,11,12,12,12,11,11
fzgdv7WGFf2ZVYRl0eY-Hg,Bob's Well Bread,4.5,1,2,0,0,1,0,1,0,0,9,9,9,9,9
VXs5-rKrlP6qlHQtVpIqng,Solvang Brewing Company,3.5,2,2,0,0,0,1,0,0,13,13,13,13,13,13
Oe5ToDs3hK3nC2APrQrC2w,New Frontiers Natural Marketplace,4.5,2,1,0,0,1,1,1,13,13,13,13,13,13,13
GfbfjGcZ7dCAXvq_7KAJBQ,Giavanni's Pizza,3.5,5,2,1,0,0,0,0,10,10,10,11,11,10,10
wupvqueqdEZXQxv14sa9vw,Rincon Brewery,4,3,2,1,1,0,1,0,9,9,10,10,10,9,9
TEeNQSX2Z53KNL2CcP2Tuw,Santa Paula Craft House,4.5,3,2,0,0,1,0,0,6,6,6,10.5,10.5,11,0
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,4.5,4,3,1,0,1,1,1,5,5,5,5,5,5,5
l1TGsUVRy07zs38qSF8T0g,Pizza Chief,4,5,1,1,0,0,0,0,10,10,10,10,10,10,10
grBPIq_eJCT_SGuhvMrUZQ,Blaze Pizza,3.5,4,1,1,1,1,0,1,11,11,11,11,11,11,11
vIv0p9O9NmNfIU6H0w_ESA,Pizza 3.14,3.5,4,1,1,0,0,0,1,9.5,9.5,9.5,9.5,0,0,9.5
